Make,Model,Price,Type,ABS,BootSpace,GearType,AirBag,Engine,FuelCapacity,Mileage
Honda Brio,Honda Brio V MT (Petrol),512,Hatchback, No,175, Manual, No,1198,35,19.4
Honda Brio,Honda Brio VX MT (Petrol),552,Hatchback, Yes,175, Manual, Yes,1198,35,19.4
Honda Brio,Honda Brio VX AT (Petrol),631,Hatchback, Yes,175, Manual, Yes,1198,35,16.5
Honda City,Honda City VX Opt (Petrol),1064,Sedan, Yes,510, Manual, Yes,1497,40,17.1
Honda City,Honda City VX Opt (Diesel),1183,Sedan, Yes,510, Manual, Yes,1498,40,25.1
Honda CR-V 2014,Honda CR-V 2.0L 2WD MT (Petrol),2190,SUV, Yes,NA, Automatic, Yes,1997,58,13.7
Honda CR-V 2014,Honda CR-V 2.0L 2WD AT(Petrol),2285,SUV, Yes,NA, Automatic, Yes,1997,58,13.7
Honda CR-V 2014,Honda CR-V 2.4L 4WD AT (Petrol),2509,SUV, Yes,NA, Automatic, Yes,2354,58,12
Honda Freed,Honda Freed 1.5 (Petrol),750,MPV,NA,NA,NA,NA,1497,42,16.2
Honda Jazz,Honda jazz дус Expected Specification,756,Hatchback,NA,284,NA,NA,NA,0,16
Honda Mobilio,Honda Mobilio E i-VTEC (Petrol),675,MPV, No,NA, Manual, No,1497,42,NA
Honda Mobilio,Honda Mobilio S i-VTEC (Petrol),780,MPV, No,NA, Manual, No,1497,42,NA
Honda Mobilio,Honda Mobilio E i-DTEC (Diesel),819,MPV, Yes,NA, Manual, No,1498,42,NA
Honda Mobilio,Honda Mobilio S i-DTEC (Diesel),893,MPV, Yes,NA, Manual, No,1498,42,NA
Honda Mobilio,Honda Mobilio V i-VTEC (Petrol),906,MPV, Yes,NA, Manual, Yes,1497,42,NA
Honda Mobilio,Honda Mobilio V Opt i-VTEC (Petrol),961,MPV, Yes,NA, Manual, Yes,1497,42,NA
Honda Mobilio,Honda Mobilio V i-DTEC (Diesel),1009,MPV, Yes,NA, Manual, Yes,1498,42,NA
Honda Mobilio,Honda Mobilio V Opt i-DTEC (Diesel),1064,MPV, Yes,NA, Manual, Yes,1498,42,NA
Honda Mobilio,Honda Mobilio RS i-DTEC (Diesel),1119,MPV, Yes,NA, Manual, Yes,1498,42,NA
Honda Mobilio,Honda Mobilio RS Opt i-DTEC (Diesel),1174,MPV, Yes,NA, Manual, Yes,1498,42,NA
Hyundai Elantra,Hyundai Elantra 1.8 S (Petrol),1413,Sedan, Yes,420, Automatic, Yes,1797,56,16.3
Hyundai Elantra,Hyundai Elantra 1.6 Base (Diesel),1458,Sedan, Yes,420, Automatic, Yes,1582,56,NA
Hyundai Elantra,Hyundai Elantra 1.6 S MT (Diesel),1535,Sedan, Yes,420, Automatic, Yes,1582,56,NA
Hyundai Elantra,Hyundai Elantra 1.8 SX MT (Petrol),1541,Sedan, Yes,500, Automatic, Yes,1797,56,NA
Hyundai Elantra,Hyundai Elantra 1.8 SX AT (Petrol),1650,Sedan, Yes,420, Automatic, Yes,1797,56,NA
Hyundai Elantra,Hyundai Elantra 1.6 SX MT (Diesel),1668,Sedan, Yes,420, Automatic, Yes,1582,56,NA
Hyundai Elantra,Hyundai Elantra 1.6 SX AT (Diesel),1794,Sedan, Yes,420, Automatic, Yes,1582,56,NA
Hyundai EON,Hyundai Eon D-LITE (Petrol),302,Hatchback, No,215, No, No,814,32,21.1
Hyundai EON,Hyundai Eon D-LITE+ (Petrol),331,Hatchback, No,215, Manual, No,814,32,21.1
Hyundai EON,Hyundai Eon ERA+ (Petrol),345,Hatchback, No,215, Manual, No,814,32,21.1
Hyundai EON,Hyundai Eon Magna+ (Petrol),376,Hatchback, No,215, Manual, No,814,32,21.1
Hyundai EON,Hyundai Eon Sportz (Petrol),404,Hatchback, No,215, Manual, Yes,814,32,21.1
Hyundai Grand i10,Hyundai Grand i10 Era 1.2 Kappa VTVT (Petrol),463,Hatchback, No,256, Manual, No,1197,43,NA
Hyundai Grand i10,Hyundai Grand i10 Magna 1.2 Kappa VTVT (Petrol),483,Hatchback, No,256, Manual, No,1197,43,18.9
Hyundai Grand i10,Hyundai Grand i10 Sportz 1.2 Kappa VTVT (Petrol),522,Hatchback, No,256, Manual, No,1197,43,NA
Hyundai Grand i10,Hyundai Grand i10 Sportz AT (Petrol),538,Hatchback, No,256, Manual, No,1197,43,18.9
Hyundai Grand i10,Hyundai Grand i10 Asta 1.2 Kappa VTVT (Petrol),549,Hatchback, Opt,256, Manual, Opt,1197,43,NA
Hyundai Grand i10,Hyundai Grand i10 Era 1.1 CRDi (Diesel),549,Hatchback, No,256, Manual, No,1120,43,24
Hyundai Grand i10,Hyundai Grand i10 Magna 1.1 CRDi (Diesel),569,Hatchback, No,256, Manual, No,1120,43,24
Hyundai Grand i10,Hyundai Grand i10 Sportz 1.1 CRDi (Diesel),608,Hatchback, No,256, Manual, No,1120,43,24
Hyundai Grand i10,Hyundai Grand i10 Asta AT (Petrol),623,Hatchback, Opt,256, Manual, No,1197,43,18.9
Hyundai Grand i10,Hyundai Grand i10 Asta 1.1 CRDi (Diesel),635,Hatchback, Opt,256, Manual, Opt,1120,43,24
Hyundai i10,Hyundai Next Gen i10 1.1 iRDE2 (Petrol),418,Hatchback, No,225, Manual, No,1086,35,19.81
Hyundai i10,Hyundai Next Gen i10 1.2 Kappa2 (Petrol),449,Hatchback, Yes,250, Manual, No,1086,35,20.63
Hyundai i10,Hyundai Next Gen i10 1.2 iRDE2 (Petrol),555,Hatchback, Yes,225, Manual, No,1086,35,19.81
Hyundai i20,Hyundai Elite i20 1.2 Era (Petrol),523,Hatchback, No,NA, Manual, No,1197,45,18.6
Hyundai i20,Hyundai Elite i20 1.2 Magna (Petrol),577,Hatchback, No,NA, Manual, No,1197,45,18.6
Hyundai i20,Hyundai Elite i20 1.2 Sportz (Petrol),627,Hatchback, Yes,NA, Automatic, Yes,1197,45,18.6
Hyundai i20,Hyundai Elite i20 1.4 Era (Diesel),636,Hatchback,NA,NA, Manual, No,1396,45,22.54
Hyundai i20,Hyundai Elite i20 1.2 Sportz Opt (Petrol),663,Hatchback, Yes,NA, Automatic, Yes,1197,45,18.6
Hyundai i20,Hyundai Elite i20 1.2 Asta (Petrol),686,Hatchback, Yes,NA, Automatic, Yes,1197,45,18.6
Hyundai i20,Hyundai Elite i20 1.4 Magna (Diesel),690,Hatchback, Yes,NA, Manual, No,1396,45,22.54
Hyundai i20,Hyundai Elite i20 1.4 Sportz (Diesel),744,Hatchback, Yes,NA, Manual, Yes,1396,45,22.54
Hyundai i20,Hyundai Elite i20 1.4 Sportz Opt (Diesel),776,Hatchback, Yes,NA, Automatic, Yes,1396,45,22.54
Hyundai i20,Hyundai Elite i20 1.4 Asta (Diesel),799,Hatchback, Yes,NA, Automatic, Yes,1396,45,22.54
Hyundai i20 Active,Hyundai i20 Active Base 1.2 (Petrol),639,Hatchback, No,NA, Manual, No,1197,45,17.9
Hyundai i20 Active,Hyundai i20 Active S 1.2 (Petrol),710,Hatchback, Yes,NA, Manual, Yes,1197,45,17.19
Hyundai i20 Active,Hyundai i20 Active Base 1.4 (Diesel),763,Hatchback, No,NA, Manual, No,1396,45,21.19
Hyundai i20 Active,Hyundai i20 Active S 1.4 (Diesel),834,Hatchback, Yes,NA, Manual, Yes,1396,45,21.9
Hyundai i20 Active,Hyundai i20 Active SX 1.4 (Diesel),889,Hatchback, Yes,NA, Automatic, Yes,1396,45,21.19
Hyundai New Santa FE,Hyundai New Santa Fe 2WD MT (Diesel),2684,SUV, Yes,NA, Manual, Yes,2199,64,NA
Hyundai New Santa FE,Hyundai New Santa Fe 2WD AT (Diesel),2807,SUV, Yes,NA, Automatic, Yes,2199,64,NA
Hyundai New Santa FE,Hyundai New Santa Fe 4WD AT (Diesel),3017,SUV, Yes,NA, Automatic, Yes,2199,64,NA
Hyundai Sonata,Hyundai Sonata 2.4 GDi MT (Petrol),1921,Sedan, Yes,500, Automatic, Yes,2359,70,13.08
Hyundai Sonata,Hyundai Sonata 2.4 GDi AT (Petrol),2129,Sedan, Yes,500, Automatic, Yes,2359,70,12.2
Hyundai Verna,Hyundai 1.4L Gamma VTVT Base 4S Fluidic Verna (Petrol),774,Sedan, Yes,465, Manual, No,1396,43,17.43
Hyundai Verna,Hyundai 1.6L Gamma MPi VTVT S 4S Fluidic Verna (Petrol),885,Sedan, Yes,465, Automatic, Yes,1591,43,17.01
Hyundai Verna,Hyundai 1.4L U2 CRDi Base 4S Fluidic Verna (Diesel),895,Sedan, Yes,465, Manual, No,1396,43,24.8
Hyundai Verna,Hyundai 1.6L Gamma MPi VTVT S Opt 4S Fluidic Verna (Petrol),938,Sedan, Yes,465, Automatic, Yes,1591,43,17.01
Hyundai Verna,Hyundai 1.6L U2 CRDi VGT S 4S Fluidic Verna (Diesel),1000,Sedan, Yes,465, Automatic, No,1582,43,23.9
Hyundai Verna,Hyundai 1.6L Gamma MPi VTVT AT S Opt 4S Fluidic Verna (Petrol),1011,Sedan, Yes,NA, Automatic, Yes,1591,43,17.1
Hyundai Verna,Hyundai 1.6L Gamma MPi VTVT SX 4S Fluidic Verna (Petrol),1016,Sedan, Yes,465, Automatic, Yes,1591,43,17.01
Hyundai Verna,Hyundai 1.6L U2 CRDi VGT S Opt 4S Fluidic Verna (Diesel),1059,Sedan, Yes,465, Automatic, Yes,1582,43,23.9
Hyundai Verna,Hyundai 1.6L U2 CRDi VGT SX 4S Fluidic Verna (Diesel),1147,Sedan, Yes,NA, Manual, Yes,1582,43,19.08
Hyundai Verna,Hyundai 1.6L U2 CRDi VGT AT SX 4S Fluidic Verna (Diesel),1220,Sedan, Yes,NA, Automatic, Yes,1582,43,21.3
Hyundai Xcent,Hyundai Xcent Base 1.2 (Petrol),496,Sedan, No,407, Manual, No,1197,43,19.1
Hyundai Xcent,Hyundai Xcent S 1.2 (Petrol),564,Sedan, Opt,407, Manual, No,1197,43,19.1
Hyundai Xcent,Hyundai Xcent Base 1.1 CRDi (Diesel),585,Sedan, No,407, Manual, No,1120,43,24.4
Hyundai Xcent,Hyundai Xcent S 1.2 Opt (Petrol),590,Sedan, Opt,407, Manual, No,1197,43,19.1
Hyundai Xcent,Hyundai Xcent S 1.1 CRDi (Diesel),654,Sedan, Opt,407, Manual, No,1120,43,24.4
Hyundai Xcent,Hyundai Xcent SX 1.2 (Petrol),658,Sedan, Opt,407, Automatic, Yes,1197,43,19.1
Hyundai Xcent,Hyundai Xcent S 1.1 CRDi Opt (Diesel),680,Sedan, Opt,407, Manual, No,1120,43,24.4
Hyundai Xcent,Hyundai Xcent SX 1.2 Opt (Petrol),684,Sedan, Opt,407, Automatic, Yes,1197,43,19.1
Hyundai Xcent,Hyundai Xcent SX 1.1 CRDi (Diesel),748,Sedan, Opt,407, Automatic, Yes,1120,43,24.4
Hyundai Xcent,Hyundai Xcent SX AT 1.2 Opt (Petrol),759,Sedan, Opt,407, Automatic, Yes,1197,43,19.1
Hyundai Xcent,Hyundai Xcent SX 1.1 CRDi Opt (Diesel),774,Sedan, Opt,407, Automatic, Yes,1120,43,24.4
Isuzu MU 7,Isuzu MU 7 2WD (Diesel),2195,SUV, Yes,300, Manual, Yes,2999,76,10.3
Jaguar F-Type,Jaguar F-Type V6 S Convertible (Petrol),14937,Convertible, Yes,196, Automatic, Yes,2995,72,NA
Jaguar F-Type,Jaguar F-Type V8 S Convertible (Petrol),17483,Convertible, Yes,196, Automatic, Yes,5000,72,NA
Jaguar F-Type Coupe,Jaguar F-Type Coupe (Petrol),12200,Coupe, Yes,407, Automatic, Yes,2995,72,NA
Jaguar F-Type Coupe,Jaguar F-Type S Coupe (Petrol),13400,Coupe, Yes,407, Automatic, Yes,2995,72,NA
Jaguar F-Type Coupe,Jaguar F-Type R Coupe (Petrol),18200,Coupe, Yes,407, Automatic, Yes,5000,72,NA
Jaguar XF,Jaguar XF 2.2 Executive Edition (Diesel),4512,Sedan, Yes,462, Automatic, Yes,2179,70,16.3
Jaguar XF,Jaguar XF Petrol V8 (Petrol),4865,Sedan, Yes,510, Automatic, Yes,5000,70,11.6
Jaguar XF,Jaguar XF 2.2 Luxury (Diesel),4876,Sedan, Yes,462, Automatic, Yes,2179,70,16.3
Jaguar XF,Jaguar XF Aero Sport Edition,5200,Sedan, Yes,540, Automatic, Yes,NA,68,16.36
Jaguar XF,Jaguar XF S V6 (Diesel),5480,Sedan, Yes,462, Automatic, Yes,2993,70,14.7
Jaguar XF,Jaguar XF Petrol R V8 (Petrol),7421,Sedan, Yes,510, Automatic, Yes,5000,70,11.6
Jaguar XJ,Jaguar XJ 2.0L LWB (Petrol),9375,Sedan, Yes,520, Automatic, Yes,1999,82,9.4
Jaguar XJ,Jaguar XJ 3.0L Turbocharged LWB (Diesel),9921,Sedan, Yes,520, Automatic, Yes,2993,82,13.5
Car Specification,Jaguar XK R V8 Coupe (Petrol),9515,Coupe, Yes,200, Automatic, Yes,5000,70.6,5.9
Car Specification,Jaguar XK R V8 Convertible (Petrol),10020,Coupe, Yes,200, Automatic, Yes,5000,70.6,5.9
Car Specification,Jaguar XK R V8 Coupe Spl (Petrol),12175,Coupe, Yes,200, Automatic, Yes,5000,70.6,5.9
Car Specification,Jaguar XK R V8 Convertible Spl (Petrol),12500,Coupe, Yes,NA, Automatic, Yes,5000,70.6,5.9
Car Specification,Jaguar XK RS (Petrol),13944,Coupe, Yes,200, Automatic, Yes,5000,70.6,5.9
Lamborghini Huracan,Lamborghini Huracan LP 610-4 (Petrol),34300,Convertible, Yes,NA, Automatic, Yes,5204,90,NA
Land Rover Discovery 4,Land Rover Discovery 4 3.0L TDV6 SE (Diesel),10800,SUV, Yes,600, Automatic, Yes,2993,65,11.8
Land Rover Freelander 2,Land Rover Freelander 2 SE (Diesel),3919,SUV, Yes,800, Automatic, Yes,2179,68,12.39
Land Rover Freelander 2,Land Rover Freelander 2 HSE (Diesel),4443,SUV, Yes,800, Automatic, Yes,2179,68,12.39
Land Rover Range Rover,Land Rover Range Rover 3.0 V6 Diesel Vogue (Diesel),18300,SUV, Yes,700, Automatic, Yes,2993,85,11.6
Land Rover Range Rover,Land Rover Range Rover 4.4 SDV8 Vogue SE (Diesel),21800,SUV, Yes,700, Automatic, Yes,4367,105,11.49
Land Rover Range Rover,Land Rover Range Rover 4.4 SDV8 Autobiography (Diesel),22500,SUV, Yes,700, Automatic, Yes,4367,105,11.49
Land Rover Range Rover,Land Rover Range Rover 5.0 Supercharged V8 (Petrol),23200,SUV, Yes,700, Automatic, Yes,4999,105,9.6
Land Rover Range Rover,Land Rover Range Rover LWB Autobiography Black Edition(Diesel),37500,SUV, Yes,909, Automatic, Yes,4367,65,13.15
Land Rover Range Rover,Land Rover Range Rover LWB Autobiography Black Edition(Petrol),38500,SUV, Yes,909, Automatic, Yes,4999,65,10.1
Land Rover Range Rover Evoque,Land Rover Range Rover Evoque Pure SD4 (Diesel),5499,SUV, Yes,500, Automatic, Yes,2179,57,13.32
Land Rover Range Rover Evoque,Land Rover Range Rover Evoque Dynamic SD4 (Diesel),6299,SUV, Yes,500, Automatic, Yes,2179,57,13.32
Land Rover Range Rover Evoque,Land Rover Range Rover Evoque Prestige SD4 (Diesel),6386,SUV, Yes,500, Automatic, Yes,2179,57,13.32
Land Rover Range Rover Evoque,Land Rover Range Rover Evoque Dynamic Si4 Coupe (Petrol),9550,SUV, Yes,500, Automatic, Yes,1999,57,8.7
Land Rover Range Rover Sport,Land Rover Range Rover Sport SE (Diesel),12505,SUV, Yes,500, Automatic, Yes,2993,70,14.07
Land Rover Range Rover Sport,Land Rover Range Rover Sport 3.0 TDV6 HSE (Diesel),14400,SUV, Yes,700, Automatic, Yes,2993,70,12.35
Land Rover Range Rover Sport,Land Rover Range Rover Sport 5.0 V8 Supercharged (Petrol),16600,SUV, Yes,700, Automatic, Yes,5000,70,22.08
Mahindra Bolero,Mahindra Bolero SLE (Diesel),731,SUV, No,550, Manual, No,2523,60,15.96
Mahindra Bolero,Mahindra Bolero SLX (Diesel),784,SUV, No,550, Manual, No,2523,60,15.96
Mahindra Bolero,Mahindra Bolero ZLX (Diesel),801,SUV, No,550, Manual, No,2523,60,15.96
Mahindra e2o,Mahindra e2o T2,593,Hatchback, No,NA, Automatic, No,NA,0,NA
Mahindra e2o,Mahindra e2o T20 (Electric),643,Hatchback,NA,NA,NA,NA,NA,0,NA
Mahindra Quanto,Mahindra Quanto C2 (Diesel),642,SUV, No,400, Manual, No,1493,0,NA
Mahindra Quanto,Mahindra Quanto C4 (Diesel),730,SUV, No,400, Manual, No,1493,0,NA
Mahindra Quanto,Mahindra Quanto C6 (Diesel),776,SUV, Yes,400, Manual, No,1493,0,NA
Mahindra Quanto,Mahindra Quanto C8 (Diesel),827,SUV, Yes,400, Manual, Yes,1493,0,NA
Mahindra Scorpio,Mahindra Scorpio S2 (Diesel),869,SUV, No,NA, Manual, No,2523,60,NA
Mahindra Scorpio,Mahindra Scorpio S4 (Diesel),930,SUV, No,NA, Manual, No,2179,60,12.05
Mahindra Scorpio,Mahindra Scorpio S6 (Diesel),1048,SUV, Yes,NA, Manual, No,2179,60,12.05
Mahindra Scorpio,Mahindra Scorpio S6 PLUS (Diesel),1080,SUV, Yes,NA, Manual, No,2179,60,12.05
Mahindra Scorpio,Mahindra Scorpio S4 4WD (Diesel),1084,SUV, No,NA, Manual, No,2179,60,12.05
Mahindra Scorpio,Mahindra Scorpio S8 (Diesel),1168,SUV, Yes,NA, Manual, No,2179,60,12.05
Mahindra Scorpio,Mahindra Scorpio S10 (Diesel),1233,SUV, Yes,NA, Automatic, Yes,2179,60,12.05
Mahindra Scorpio,Mahindra Scorpio S10 4WD (Diesel),1345,SUV, Yes,NA, Automatic,NA,2179,60,12.05
Mahindra Thar,Mahindra Thar DI 2WD (Diesel),476,SUV, No,600, Manual, No,2523,45,NA
Mahindra Thar,Mahindra Thar DI 4WD (Diesel),526,SUV, No,600, No, No,2523,45,NA
Mahindra Thar,Mahindra Thar CRDe 4WD (Diesel),735,SUV, No,600, No, No,2498,60,NA
Mahindra Verito,Mahindra Verito 1.5 D2 BS-III (Diesel),673,Sedan, No,510, Manual, No,1461,50,NA
Mahindra Verito,Mahindra Verito 1.5 D4 BS-III (Diesel),696,Sedan, No,510, Manual, No,1461,50,NA
Mahindra Verito,Mahindra Verito 1.5 D6 BS-III (Diesel),766,Sedan, Yes,510, Manual, Yes,1461,50,NA
Mahindra Verito,Mahindra Verito 1.5 D6 BS-IV EXECUTIVE (Diesel),776,Sedan, Yes,510, Manual, Yes,1461,50,NA
Mahindra Verito Vibe,Mahindra Verito Vibe (CS) 1.5 D2 (Diesel),601,Hatchback, No,330, Manual, No,1461,50,NA
Mahindra Verito Vibe,Mahindra Verito Vibe (CS) 1.5 D4 (Diesel),628,Hatchback, No,330, Manual, No,1461,50,NA
Mahindra Verito Vibe,Mahindra Verito Vibe (CS) 1.5 D6 (Diesel),691,Hatchback, Yes,330, Manual, Yes,1461,50,NA
Mahindra XUV500,Mahindra XUV500 W4 (Diesel),1121,SUV, Yes,930, Manual, Yes,2179,70,15.1
Mahindra XUV500,Mahindra XUV500 W6 (Diesel),1248,SUV, Yes,930, Manual, Yes,2179,70,15.1
Mahindra XUV500,Mahindra XUV500 W8 (Diesel),1418,SUV, Yes,930, Automatic, Yes,2179,70,15.1
Mahindra XUV500,Mahindra XUV-500 Xclusive Edition (Diesel),1449,SUV, Yes,NA, Automatic, Yes,2179,70,14
Mahindra XUV500,Mahindra XUV500 W8 AWD (Diesel),1499,SUV, Yes,930, Automatic, Yes,2179,70,15.1
Mahindra XUV500,Mahindra XUV500 W10(Diesel),1499,SUV, Yes,NA, Automatic, Yes,2179,70,15.1
Mahindra XUV500,Mahindra XUV500 W10-AWD(Diesel),1599,SUV, Yes,NA, Automatic, Yes,2179,70,15.1
Mahindra Xylo,Mahindra Xylo D2 BS-III (Diesel),808,SUV, Opt,900, Manual, No,2489,55,NA
Mahindra Xylo,Mahindra Xylo D2 BS-IV (Diesel),810,SUV, Yes,900, Manual, Opt,2489,55,NA
Mahindra Xylo,Mahindra Xylo D4 BS-III (Diesel),841,SUV, No,900, Manual, Opt,2489,55,NA
Mahindra Xylo,Mahindra Xylo D4 BS-IV (Diesel),850,SUV, No,900, Manual, Opt,2489,55,NA
Mahindra Xylo,Mahindra Xylo H4 BS IV (Diesel),897,SUV, No,900, Manual, No,2179,55,NA
Mahindra Xylo,Mahindra Xylo H4 ABS BS IV (Diesel),921,SUV, Yes,900, Manual, No,2179,55,NA
Mahindra Xylo,Mahindra Xylo H8 ABS BS IV (Diesel),1023,SUV, Yes,900, Manual, Opt,2179,55,NA
Mahindra Xylo,Mahindra Xylo H8 ABS Airbag BS IV (Diesel),1063,SUV, Yes,900, Manual, Yes,2179,55,NA
Mahindra Xylo,Mahindra Xylo H9 BS IV (Diesel),1149,SUV, Yes,900, Manual, Yes,2179,55,NA
Maruti Suzuki Alto,Maruti Suzuki New Alto K10 LX (Petrol),315,Hatchback, No,NA, Manual, No,998,35,24.07
Maruti Suzuki Alto,Maruti Suzuki New Alto K10 LXi (Petrol),331,Hatchback, No,NA, Manual, No,998,35,24.07
Maruti Suzuki Alto,Maruti Suzuki New Alto K10 VXi (Petrol),348,Hatchback, No,NA, Manual, No,998,35,24.07
Maruti Suzuki Alto,Maruti Suzuki New Alto K10 VXi Opt (Petrol),368,Hatchback, No,NA, Manual, No,998,35,24.07
Maruti Suzuki Alto,Maruti Suzuki New Alto K10 VXi AT (Petrol),392,Hatchback, No,NA, Manual, No,998,35,24.07
Maruti Suzuki Alto,Maruti Suzuki New Alto K10 LXi (CNG),394,Hatchback, No,NA, Manual, Yes,998,0,NA
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Std (Petrol),248,Hatchback, No,177, No, No,796,35,22.74
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Lx (Petrol),284,Hatchback, No,177, Manual, No,796,35,22.74
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Lx Base (Petrol),288,Hatchback, No,177, Manual, No,796,35,22.74
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Lxi (Petrol),298,Hatchback, No,177, Manual, No,796,35,22.74
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Vxi (Petrol),321,Hatchback, No,177, Manual, No,796,35,22.74
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Lxi Airbag (Petrol),323,Hatchback, No,177, Manual, Yes,796,35,22.74
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Lx (CNG),331,Hatchback, No,177, Manual, No,796,35,NA
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Vxi Airbag (Petrol),339,Hatchback, No,177, Manual, Yes,796,35,22.74
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Base (CNG),364,Hatchback, No,177, No, No,796,35,NA
Maruti Suzuki Alto 800,Maruti Suzuki Alto 800 Lxi (CNG),368,Hatchback, No,177, Manual, No,796,35,NA
Maruti Suzuki EECO,Maruti Suzuki Eeco 5 STR (Petrol),311,MUV, No,NA, No, No,1196,40,15.1
Maruti Suzuki EECO,Maruti Suzuki Eeco 5 STR WITH A/C (Petrol),341,MUV, No,NA, Manual, No,1196,40,15.1
Maruti Suzuki Ertiga,Maruti Suzuki Ertiga LXi (Petrol),603,MUV, No,135, Manual, No,1373,45,16.02
Maruti Suzuki Ertiga,Maruti Suzuki Ertiga дус VXi (Petrol),682,MUV, No,135, Manual, No,1373,45,16.02
Maruti Suzuki Ertiga,Maruti Suzuki Ertiga дус VXi ABS (Petrol),690,MUV, Yes,NA, Manual, No,1248,45,20.77
Maruti Suzuki Ertiga,Maruti Suzuki Ertiga дус LDi (Diesel),750,MUV, Yes,NA, Manual, Yes,1248,45,20.8
Maruti Suzuki Ertiga,Maruti Suzuki Ertiga дус ZXi (Petrol),763,MUV, Yes,NA, Manual, No,1373,45,16.02
Maruti Suzuki Ertiga,Maruti Suzuki Ertiga дус VDi (Diesel),815,MUV, No,NA, Manual, No,1248,45,22.77
Maruti Suzuki Ertiga,Maruti Suzuki Ertiga дус ZDi (Diesel),881,MUV, Yes,NA, Manual, Yes,1248,45,22.77
Maruti Suzuki Estilo,Maruti Suzuki Estilo LX BS-IV (Petrol),338,Hatchback, No,212, Manual, No,998,35,19
Maruti Suzuki Estilo,Maruti Suzuki Estilo LXi BS-IV (Petrol),369,Hatchback, No,212, Manual, No,998,35,19
Maruti Suzuki Estilo,Maruti Suzuki Estilo VXi BS-IV (Petrol),421,Hatchback, Yes,212, Manual, Yes,998,35,19
Maruti Suzuki Grand Vitara,Maruti Suzuki Grand Vitara 2.4 MT (Petrol),2140,SUV, Yes,398, Automatic, Yes,2393,66,10.4
Maruti Suzuki Grand Vitara,Maruti Suzuki Grand Vitara 2.4 AT (Petrol),2319,SUV, Yes,398, Automatic, Yes,2393,66,9.24
Maruti Suzuki Gypsy King,Maruti Suzuki Gypsy King ST BS-IV (Petrol),600,SUV, No,350, No, No,1298,40,11.96
Maruti Suzuki Gypsy King,Maruti Suzuki Gypsy King HT BS-IV (Petrol),615,SUV, No,350, No, No,1298,40,11.96
Maruti Suzuki Kizashi,Maruti Suzuki Kizashi MT (Petrol),1720,Sedan, Yes,461, Automatic, Yes,2393,63,12.45
Maruti Suzuki Kizashi,Maruti Suzuki Kizashi CVT (Petrol),1824,Sedan, Yes,461, Automatic, Yes,2393,63,10
Maruti Suzuki Swift,Maruti Suzuki Swift LXi (Petrol),462,Hatchback, No,NA, Manual, No,1197,42,NA
Maruti Suzuki Swift,Maruti Suzuki Swift LXi Opt (Petrol),469,Hatchback, No,NA, Manual, No,1197,42,NA
Maruti Suzuki Swift,Maruti Suzuki Swift Windsong Limited Edition VXI (Petrol),519,Hatchback, No,204, Manual, No,1197,42,20.4
Maruti Suzuki Swift,Maruti Suzuki Swift VXi (Petrol),530,Hatchback, No,NA, Manual, No,1197,42,NA
Maruti Suzuki Swift,Maruti Suzuki Swift LDi (Diesel),580,Hatchback, No,NA, Automatic, No,1248,42,25.2
Maruti Suzuki Swift,Maruti Suzuki Swift Windsong Limited Edition VDI (Diesel),614,Hatchback, Yes,204, Manual, No,1248,42,25.2
Maruti Suzuki Swift,Maruti Suzuki Swift ZXi (Petrol),615,Hatchback, Yes,NA, Automatic, Yes,1197,42,NA
Maruti Suzuki Swift,Maruti Suzuki Swift VDi (Diesel),626,Hatchback, No,NA, Manual, No,1248,42,25.2
Maruti Suzuki Swift,Maruti Suzuki Swift ZDi (Diesel),724,Hatchback, Yes,NA, Automatic, Yes,1248,42,25.2
Maruti Suzuki Omni,Maruti Suzuki Omni 5 STR BS-IV (Petrol),252,MUV, No,NA, No, No,796,36,14.07
Maruti Suzuki Omni,Maruti Suzuki Omni E 8 STR BS-IV (Petrol),253,MUV, No,NA, No, No,796,36,14.07
Maruti Suzuki Omni,Maruti Suzuki Omni LPG BS-III (LPG),256,MUV, No,NA, No, No,796,36,10.9
Maruti Suzuki Ritz,Maruti Suzuki Ritz Lxi BS-IV (Petrol),442,Hatchback, No,236, Manual, No,1248,43,18.5
Maruti Suzuki Ritz,Maruti Suzuki Ritz Vxi BS-IV (Petrol),477,Hatchback, Opt,236, Manual, No,1197,43,18.5
Maruti Suzuki Ritz,Maruti Suzuki Ritz Zxi BS-IV (Petrol),537,Hatchback, Yes,236, Manual, No,1197,43,18.5
Maruti Suzuki Ritz,Maruti Suzuki Ritz Ldi BS-IV (Diesel),550,Hatchback, No,178, Manual, No,1248,43,23.2
Maruti Suzuki Ritz,Maruti Suzuki Ritz Vdi BS-IV (Diesel),583,Hatchback, Opt,NA, Manual, No,1248,43,23.2
